,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
sacsdc,6,8
,5,14
,5,10
,11,10
,7,7
,7,7
,8,9
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,8,8
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
,7,7
